Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro HD L1Max 1D;1232;El Gourmet HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1233;Food Network HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1234;Home & Garden (HGTV);HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1236;VePlus HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1264;MTV HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1265;Music Top HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1266;Tierra Mía HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1273;INTI Network HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1302;Escuela Plus;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1304;Cartoon Network HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1308;Nickelodeon HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1309;Nick Jr. HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1312;Disney Channel HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1315;Disney Junior HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1317;BabyTV;SD;Infantil;No
Peru;Abono Mensual;Oro HD L1Max 1D;1318;Plim Plim;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1319;El Reino Infantil;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1330;Discovery Kids HD;HD;Infantil;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1502;TNT HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1503;Golden HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1506;Sony Movies;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1507;Cinecanal HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1508;Studio Universal HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1509;Cinemax HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1510;Mórbido TV;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1513;DHE HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1518;Space HD;HD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1524;HBO HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1525;HBO 2 HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1528;HBO Signature HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1532;HBO Plus HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1534;HBO Family HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1542;HBO Xtreme HD;HD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;1603;Liga 1;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1604;Liga 1 Max;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1610;DSports HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1612;DSports 2 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1613;DSports+ HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1621;ESPN HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1622;ESPN 2 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1623;ESPN 3 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1624;ESPN 4 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1625;ESPN 5 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1626;ESPN 6 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1627;ESPN 7 HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1628;Golf Channel HD;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1629;TyC Sports;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1639;PX Sports;HD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1700;DNews;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1721;Argentina Global HD;HD;Variedades;No
Peru;Abono Mensual;Oro HD L1Max 1D;1730;National Geographic HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1731;Discovery Theater HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1732;Discovery Channel HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1734;Animal Planet HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1738;Discovery World HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1740;TLC (Travel & Living Channel);HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1742;History HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1744;History 2 HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1750;Encuentro Internacional;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1762;Antena 3 HD;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1764;France 24 Español;HD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;4000;Directv 4K;4K;4K;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);100;Canal 100 Directv;SD;Portal;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);127;DShow;SD;Religioso;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);128;LMS;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);190;Exitosa TV;SD;Nacional;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);192;Latina;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);193;El Congreso;SD;Local;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);194;America Television;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);195;Panamericana Television;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);196;ATV MAS;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);197;TV Perú;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);198;Global;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);199;ATV;SD;Nacional;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);202;Star Channel;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);206;Warner Channel;SD;Variedades;Si
